label;PCL Intersection;Mesh Intersection;image;location
PORT;[2.6308, -0.175018, 3.87421, 0.0, -82.4565, -86.3625];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[3041  962] [3255 1143]]
FIRE;[2.58613, -0.173993, 3.87251, 0.0, -82.2518, -103.54];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[2919 1067] [3104 1229]]
H1;[2.6348, -0.195211, 3.87251, 0.0, -81.2921, -86.2207];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[3173 1093] [3231 1143]]
LAB103;[2.60441, -0.198353, 3.87077, 0.0, -81.2171, -96.6361];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[3021 1113] [3194 1260]]
DIC;[2.67969, -0.00551743, 4.8563, 0.0, -58.9141, 154.537];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 344  986] [ 384 1026]]
LOCKER;[2.03904, 0.138685, 3.82004, 0.0, -58.5139, 160.701];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 380 1231] [ 484 1327]]
2;[2.052, 0.121915, 3.83913, 0.0, -62.1005, 165.287];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 801 1342] [ 820 1364]]
OPEN;[2.03677, 0.107957, 3.84794, 0.0, -60.8636, 165.8];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 677 1363] [ 770 1460]]
CLOSE;[2.06313, 0.0865265, 3.85822, 0.0, -62.6137, 168.615];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 863 1408] [ 956 1497]]
RETC;[1.96787, 0.0540242, 3.83958, 0.0, -57.3179, 170.007];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 498 1658] [ 573 1723]]
SUPPLY;[1.96787, 0.0540242, 3.83958, 0.0, -56.241, 170.375];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 411 1705] [ 510 1792]]
D;[1.94705, 0.027994, 3.84723, 0.0, -56.2529, 171.097];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 468 1764] [ 492 1785]]
TURN;[2.67969, -0.00551743, 4.8563, 0.0, -53.7985, 170.336];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 232 1824] [ 283 1863]]
STATUS;[2.67969, -0.00551743, 4.8563, 0.0, -52.7522, 172.015];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 173 1916] [ 272 2004]]
NASA;[1.90085, -0.0238317, 3.84528, 0.0, -56.4771, 178.627];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 676 2027] [ 735 2068]]
VOPEN;[1.84285, -0.0796051, 3.8438, 0.0, -53.1398, 178.705];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 423 2175] [ 515 2254]]
DATAJ2;[1.92558, -0.15751, 3.77131, 0.0, -59.0879, -169.587];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[1172 2217] [1275 2305]]
POW;[1.88514, -0.0903074, 3.84569, 0.0, -56.3484, -175.116];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 855 2225] [ 928 2290]]
OPEN;[2.67969, -0.00551743, 4.8563, 0.0, -49.1946, 179.002];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 140 2395] [ 222 2472]]
SE;[1.84285, -0.0796051, 3.8438, 0.0, -53.7837, 179.584];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 521 2187] [ 573 2239]]
PWR;[1.97595, -0.126441, 4.0655, 0.0, -53.1089, -171.553];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 782 2525] [ 847 2584]]
TangoLab-3;[1.275, -0.301179, 3.24236, 0.0, -51.4188, -169.249];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 730 2671] [ 877 2788]]
OPEN;[2.67969, -0.00551743, 4.8563, 0.0, -47.4803, -175.483];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[ 247 2726] [ 321 2792]]
forfection;[2.20588, -0.0872626, 3.93102, 0.0, -67.7263, -172.062];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[1576 1683] [1670 1785]]
POWER;[1.88285, -0.409437, 3.82756, 0.0, -53.6422, 153.0];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[1533 2955] [1609 3013]]
X;[1.99232, -0.493356, 3.85321, 0.0, -54.729, -143.699];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[1918 2993] [2056 3115]]
P13;[2.0037, -0.490234, 3.85363, 0.0, -54.9231, -143.521];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[1984 3030] [2014 3053]]
USE;[2.64225, -0.148989, 3.87287, 0.0, -83.5514, -80.1095];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[3091  905] [3192  996]]
TSH;[2.02779, -0.882776, 3.69072, 0.0, -48.7134, -125.238];;data/images/isaac_sci_cam_image_delayed/1657544594.348.jpg;[[2726 3623] [2787 3684]]
1.0-5.92;[4.67109, -0.0248392, 4.85047, 0.0, -58.5806, 148.957];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[-55 458] [523 995]]
SMOKE;[4.02628, 0.183552, 3.69812, 0.0, -63.0725, 158.216];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[ 711 1014] [ 807 1097]]
INDICATION;[4.08853, 0.149895, 3.83746, 0.0, -63.1673, 158.82];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[ 708 1017] [ 841 1133]]
LOCKER-B;[4.06068, 0.0930121, 3.86714, 0.0, -62.2995, 165.44];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[ 743 1274] [ 872 1389]]
TROGEN;[4.67109, -0.0248392, 4.85047, 0.0, -56.9649, 163.284];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[ 275 1358] [ 369 1444]]
Power-J1;[3.9866, 0.0919531, 3.7684, 0.0, -59.6732, 165.155];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[ 555 1376] [ 627 1421]]
ToEXPRESSLocker;[3.96858, 0.0772418, 3.77494, 0.0, -59.6696, 165.571];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[ 536 1378] [ 665 1452]]
poly-OUTPU;[4.01447, 0.0311848, 3.83129, 0.0, -60.8084, 171.666];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[ 764 1581] [ 862 1609]]
ELC1;[3.97013, -0.223251, 3.82108, 0.0, -59.5435, -164.818];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[1338 2296] [1399 2369]]
SAMS;[4.49087, 0.179267, 3.73469, 0.0, -77.7323, 116.278];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[1915   36] [2010  123]]
RTSDorE;[4.54606, 0.0750847, 3.90083, 0.0, -82.1276, 118.589];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2218  271] [2310  314]]
POWER;[4.43076, 0.145803, 3.89134, 0.0, -75.8141, 132.753];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[1693  287] [1761  351]]
arER;[4.54773, 0.0681333, 3.9054, 0.0, -82.621, 118.266];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2273  298] [2323  318]]
EE;[4.5281, 0.0486169, 3.90076, 0.0, -82.8214, 131.645];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2250  422] [2290  460]]
LOU;[4.37279, 0.123273, 3.70136, 0.0, -76.7156, 144.527];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[1752  525] [1819  589]]
TCS.WOODWOODL;[4.33575, -0.153037, 3.88426, 0.0, -74.5286, -159.871];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2132 1442] [2158 1616]]
Atww.fator-ber.com;[4.33262, -0.166003, 3.86007, 0.0, -74.2983, -157.84];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2155 1458] [2186 1675]]
F2;[4.34571, -0.159447, 3.86798, 0.0, -74.8988, -157.795];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2185 1513] [2207 1548]]
MiniPC;[4.22086, -0.0977909, 3.84213, 0.0, -70.9956, -172.39];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[1719 1512] [1826 1583]]
Adlink;[4.21231, -0.0951574, 3.85106, 0.0, -69.8375, -173.372];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[1645 1553] [1738 1617]]
LABYGE_WALZ;[3.83765, -0.645345, 3.83187, 0.0, -47.996, -141.448];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[1814 3505] [1975 3665]]
OFF;[4.64075, 0.0675894, 3.74501, 0.0, -84.0644, 77.2673];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2621  117] [2649  147]]
TCS;[4.62229, 0.0256351, 3.92018, 0.0, -85.7785, 85.2292];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2615  263] [2670  312]]
003;[4.5621, -0.00520199, 3.75476, 0.0, -86.9923, 138.517];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2558  535] [2588  578]]
USBCan;[4.5755, -0.0210507, 3.74741, 0.0, -87.5435, 142.721];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2584  527] [2644  619]]
CLOSED;[4.65285, -0.110015, 4.01254, 0.0, -85.5144, -58.1556];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[3010  656] [3202  804]]
OPEN;[4.61623, -0.0916433, 3.86757, 0.0, -87.6463, -85.5067];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2843  678] [2980  780]]
TOGSC;[4.62164, -0.184576, 3.96968, 0.0, -82.2626, -87.0473];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[3093 1027] [3184 1100]]
DataJ26;[4.47471, -0.253956, 3.92509, 0.0, -76.6088, -124.817];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2735 1551] [2829 1626]]
CO2;[4.44994, -0.295181, 4.00438, 0.0, -72.685, -123.994];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2759 1839] [2826 1896]]
Scrubber;[4.42139, -0.309575, 3.96115, 0.0, -72.0392, -126.908];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2672 1869] [2784 1956]]
Amine;[4.40061, -0.307105, 3.9626, 0.0, -71.2291, -129.936];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2611 1928] [2695 1995]]
Thermal;[4.38093, -0.304741, 3.97674, 0.0, -70.5416, -132.791];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2535 1969] [2630 2044]]
PINSVSK100458-1;[4.3878, -0.334819, 3.97465, 0.0, -69.5241, -128.3];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[2609 2033] [2759 2143]]
H2O;[4.94431, -0.176968, 3.99173, 0.0, -69.656, -21.2213];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4372  165] [4459  242]]
Scrubber;[4.92186, -0.178891, 3.9925, 0.0, -70.6856, -22.6883];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4255  212] [4400  323]]
Amine;[4.8604, -0.163055, 4.12475, 0.0, -71.8685, -24.5716];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4171  297] [4279  382]]
Thermal;[4.83536, -0.160608, 4.13742, 0.0, -73.0117, -26.4652];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4069  353] [4194  453]]
SVSK1004899-;[4.84768, -0.192071, 4.13463, 0.0, -71.465, -31.1071];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4181  449] [4332  569]]
N;[4.82959, -0.18931, 4.14056, 0.0, -72.3169, -32.9944];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4171  555] [4190  571]]
DataJ19;[4.71372, -0.24374, 3.92596, 0.0, -78.0061, -62.8794];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[3525  999] [3619 1078]]
GSC;[4.6238, -0.181419, 3.96722, 0.0, -82.2502, -85.618];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[3118 1028] [3184 1083]]
TO;[4.61568, -0.186091, 3.96823, 0.0, -82.2878, -89.3689];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[3103 1064] [3131 1089]]
UNLOCK;[4.72866, -0.522326, 4.04004, 0.0, -61.9698, -77.0268];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4257 2045] [4311 2087]]
Locker;[4.96444, -0.179015, 3.98988, 0.0, -68.7383, -20.2208];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4436  105] [4553  198]]
IN;[4.82959, -0.18931, 4.14056, 0.0, -72.4171, -32.8311];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4161  550] [4189  571]]
LOOK;[4.72866, -0.522326, 4.04004, 0.0, -61.9744, -76.8731];;data/images/isaac_sci_cam_image_delayed/1657550230.236.jpg;[[4274 2044] [4308 2076]]
Gloves;[4.67919, 0.411327, 3.76143, 0.0, -73.5498, 72.3563];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1728 1267] [1983 1507]]
RR;[4.66527, 0.459014, 3.73757, 0.0, -72.1886, 76.3923];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1758 1444] [1917 1595]]
10-5265;[4.50809, 0.410286, 3.74716, 0.0, -74.3739, 100.387];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2020 1408] [2655 1959]]
Calles;[4.69989, 0.714165, 3.73129, 0.0, -62.3148, 78.8827];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1226 1980] [1498 2190]]
Dadies;[4.65512, 0.73934, 3.73421, 0.0, -61.5292, 82.6878];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1322 2116] [1533 2318]]
RR;[4.64414, 0.765399, 3.75098, 0.0, -60.2925, 84.0853];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1377 2271] [1436 2371]]
10-5237;[4.51804, 0.723237, 3.7343, 0.0, -62.2609, 94.8898];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1590 2245] [2047 2568]]
10-6192;[4.02293, 0.467251, 3.73055, 0.0, -61.6636, 143.918];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3175 2394] [3698 2813]]
LAB;[4.57562, 0.00691431, 4.87981, 0.0, -40.5293, 90.4737];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 602 3828] [ 748 3937]]
FREEZE;[4.57562, 0.00691431, 4.87981, 0.0, -40.5245, 93.2323];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 719 3884] [ 956 4039]]
DRIVE;[4.86923, 0.435146, 3.72191, 0.0, -69.5967, 50.9607];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1298 1040] [1367 1100]]
HARD;[4.86561, 0.439451, 3.72419, 0.0, -69.4281, 51.4206];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1290 1060] [1355 1114]]
S/N2;[5.0013, 0.558171, 3.7266, 0.0, -60.0873, 46.716];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 464 1094] [ 549 1166]]
LOCKED;[4.89826, 0.505198, 3.9443, 0.0, -61.5376, 52.2499];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 681 1281] [ 755 1338]]
DRIVE;[4.86404, 0.729427, 3.74172, 0.0, -59.7721, 66.0484];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 845 1824] [ 908 1876]]
HARD;[4.86422, 0.73296, 3.75244, 0.0, -59.6053, 66.1907];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 838 1840] [ 899 1889]]
S/N1;[4.57562, 0.00691431, 4.87981, 0.0, -52.0966, 58.8436];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[  40 1869] [ 120 1932]]
ables;[4.70539, 0.71687, 3.73401, 0.0, -62.1479, 78.1688];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1236 2012] [1436 2140]]
HIS;[4.81822, 0.81623, 3.72479, 0.0, -57.8408, 71.5781];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 864 2085] [ 929 2156]]
Pur;[4.69819, 0.760356, 3.74014, 0.0, -60.4613, 79.5973];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1205 2127] [1358 2285]]
RETURN;[4.83425, 0.921122, 3.72226, 0.0, -53.3101, 72.3304];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 586 2363] [ 649 2409]]
SUPPLY;[4.7143, 0.753172, 4.02164, 0.0, -54.0048, 78.165];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 843 2515] [ 901 2558]]
POWER;[4.68421, 0.761287, 4.04894, 0.0, -52.8329, 80.9667];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 880 2675] [ 930 2712]]
LOC;[4.62148, 0.77431, 4.05064, 0.0, -52.9017, 85.9793];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1082 2810] [1135 2852]]
ELC2;[4.65594, 0.805443, 4.05081, 0.0, -47.771, 78.6049];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[ 447 2924] [ 550 2963]]
S/N019;[4.44633, 1.0817, 3.87144, 0.0, -44.6635, 96.929];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1198 3675] [1279 3734]]
M026-000000;[4.44633, 1.0817, 3.87144, 0.0, -44.8736, 97.5163];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1236 3675] [1318 3731]]
@FIDMarker;[4.42394, 1.09333, 3.8571, 0.0, -43.5788, 98.1065];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1220 3796] [1300 3849]]
SINSEG391188800-391;[4.42394, 1.09333, 3.8571, 0.0, -43.2274, 98.2174];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1195 3826] [1308 3882]]
TCSL;[4.67415, 0.154284, 3.71097, 0.0, -84.0057, 40.5818];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2321  636] [2396  706]]
SAMS;[4.54682, 0.304814, 3.76205, 0.0, -78.9621, 96.7959];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2387 1323] [2470 1394]]
UNITECIDECTION;[4.5021, 0.455096, 3.73724, 0.0, -72.5784, 99.756];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2193 1731] [2354 1860]]
#1;[4.55977, 0.502867, 3.72198, 0.0, -71.0852, 91.6373];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2046 1789] [2078 1815]]
ACCESS);[4.53845, 0.50302, 3.72233, 0.0, -70.9779, 94.773];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2063 1799] [2181 1894]]
1.0CTB;[4.49528, 0.466726, 3.73448, 0.0, -72.1334, 100.998];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2241 1799] [2329 1872]]
RR-12-(EARLY;[4.49004, 0.504072, 3.71331, 0.0, -70.6853, 100.658];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2158 1866] [2321 1990]]
NG-11;[4.57027, 0.54687, 3.74419, 0.0, -69.0683, 90.2498];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1922 1877] [1990 1933]]
CARDERIALTA-1-401;[4.52671, 0.753656, 3.75324, 0.0, -60.714, 93.8836];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1656 2444] [1809 2539]]
1.0CTB;[4.5148, 0.758965, 3.75877, 0.0, -60.3884, 94.7502];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[1705 2499] [1791 2554]]
USB;[4.63411, 0.0932492, 3.72777, 0.0, -86.8878, 20.4583];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2557  553] [2597  574]]
Cable;[4.62571, 0.0878972, 3.71691, 0.0, -87.5292, 19.0084];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2601  561] [2652  582]]
PN24285;[4.62357, 0.0990949, 3.72712, 0.0, -87.1769, 28.3307];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2558  584] [2634  611]]
S/N003;[4.62411, 0.104955, 3.74607, 0.0, -87.0847, 32.531];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2560  603] [2615  627]]
LOCK;[4.43107, 0.241084, 3.74634, 0.0, -79.7284, 129.916];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2826 1363] [2902 1430]]
RODENT;[4.01148, 0.81664, 3.74491, 0.0, -52.9652, 126.959];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2832 3305] [2932 3383]]
(EAF;[4.01336, 0.826258, 3.73713, 0.0, -52.8158, 126.508];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2836 3336] [2885 3380]]
ACCESS);[3.97148, 0.824254, 3.74568, 0.0, -52.0234, 128.472];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2904 3380] [3003 3456]]
LOCTB;[3.98469, 0.854904, 3.73783, 0.0, -51.6468, 126.809];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2841 3421] [2917 3482]]
(EAPLY;[4.00428, 0.826948, 3.74184, 0.0, -52.6599, 126.855];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2835 3336] [2918 3401]]
RESEARCHCAT22;[3.96959, 0.803284, 3.76365, 0.0, -51.9411, 129.588];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2911 3356] [3102 3491]]
10.5285;[3.98743, 0.889057, 3.73236, 0.0, -50.5493, 125.18];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2587 3377] [3014 3700]]
RODENT;[3.84916, 0.793836, 3.73258, 0.0, -49.479, 134.468];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3209 3560] [3313 3633]]
(EARL;[3.85919, 0.793665, 3.73866, 0.0, -49.2613, 134.092];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3207 3588] [3285 3646]]
RESEARCH;[3.85253, 0.748869, 3.77574, 0.0, -48.6442, 136.236];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3296 3611] [3426 3695]]
ASA;[4.20607, 0.9936, 3.7909, 0.0, -48.3153, 112.26];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[2101 3619] [2188 3690]]
Y;[3.84916, 0.793836, 3.73258, 0.0, -48.9551, 134.894];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3279 3632] [3297 3646]]
ACCESS);[3.85222, 0.759331, 3.76594, 0.0, -48.4959, 135.719];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3285 3632] [3392 3705]]
AD;[3.8671, 0.806503, 3.73166, 0.0, -48.4131, 132.947];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3188 3682] [3211 3703]]
Access;[3.8671, 0.806503, 3.73166, 0.0, -48.1222, 132.965];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3167 3692] [3238 3746]]
orb;[3.86397, 0.799146, 3.73649, 0.0, -48.1769, 133.6];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3213 3696] [3252 3727]]
Sharps;[3.88101, 0.812696, 3.73444, 0.0, -47.9508, 132.619];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3152 3706] [3220 3759]]
ntPad;[3.84916, 0.793836, 3.73258, 0.0, -47.7793, 134.437];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3252 3717] [3312 3760]]
UnitKit;[3.84916, 0.793836, 3.73258, 0.0, -47.6134, 134.089];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3226 3723] [3305 3781]]
Contains;[3.85919, 0.793665, 3.73866, 0.0, -47.4938, 133.754];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3212 3738] [3287 3794]]
Lock;[4.37381, -0.0589285, 3.92425, 0.0, -77.3011, -147.328];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3749  649] [3799  686]]
Scubberc02;[4.38301, -0.0404513, 3.92424, 0.0, -78.3151, -149.521];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3625  664] [3758  734]]
F2;[4.39741, -0.0355708, 3.92751, 0.0, -79.0463, -149.308];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3618  677] [3653  703]]
M2;[4.37192, -0.0426477, 3.91984, 0.0, -77.8758, -150.305];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3705  703] [3738  726]]
Supply;[4.38067, -0.0305329, 3.92189, 0.0, -78.3916, -151.809];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3640  712] [3713  755]]
TCSLOW;[4.3943, -0.0156797, 3.93031, 0.0, -79.3114, -153.8];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3558  731] [3648  779]]
Adina-MiniPC;[4.25125, 0.0215919, 3.78017, 0.0, -74.9006, -171.293];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3730 1062] [3878 1229]]
LOCKER;[4.04329, 0.241573, 3.7481, 0.0, -65.7618, 161.928];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3789 2044] [3890 2126]]
INDICATION;[4.09135, 0.304613, 3.73811, 0.0, -66.6267, 153.669];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3518 2092] [3660 2217]]
SMOKE;[4.09103, 0.314004, 3.73549, 0.0, -66.5757, 153.3];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3537 2125] [3628 2200]]
NITROGEN;[3.88949, 0.322852, 3.7057, 0.0, -60.3035, 159.995];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3964 2421] [4062 2502]]
GSI;[3.85253, 0.748869, 3.77574, 0.0, -48.2586, 136.199];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3351 3672] [3384 3700]]
CAT22;[3.83795, 0.714648, 3.79901, 0.0, -47.9526, 137.817];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3412 3670] [3497 3723]]
corbentPad;[3.84916, 0.793836, 3.73258, 0.0, -47.9493, 134.092];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3211 3694] [3312 3760]]
30;[3.85222, 0.759331, 3.76594, 0.0, -47.3725, 135.329];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[3321 3757] [3344 3773]]
ELC1;[4.04137, -0.0857106, 3.86827, 0.0, -63.5952, -163.477];;data/images/isaac_sci_cam_image_delayed/1657550719.070.jpg;[[4694 1282] [4774 1331]]
TTENTION;[3.6847, -0.524803, 5.95499, 0.0, 63.8892, -93.0181];;data/images/isaac_sci_cam_image_delayed/1657546202.905.jpg;[[3757 1735] [3938 1805]]
